"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_0322","glyA-I","serine hydroxymethyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0019264","glycine biosynthetic process from serine","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00378","PMID:24451626"
"PP_0322","glyA-I","serine hydroxymethyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0030170","pyridoxal phosphate binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00378","PMID:24451626"
"PP_0322","glyA-I","serine hydroxymethyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0035999","tetrahydrofolate interconversion","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00378","PMID:24451626"
"PP_0323","soxB","sarcosine oxidase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01373","PMID:24451626"
"PP_0323","soxB","sarcosine oxidase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01373","PMID:24451626"
"PP_0323","soxB","sarcosine oxidase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01266","PMID:24451626"
"PP_0324","soxD","sarcosine oxidase subunit delta","Pseudomonas putida KT2440 (TIGR)","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01374","PMID:24451626"
"PP_0324","soxD","sarcosine oxidase subunit delta","Pseudomonas putida KT2440 (TIGR)","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01374","PMID:24451626"
"PP_0325","soxA","sarcosine oxidase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF037980","PMID:24451626"
"PP_0325","soxA","sarcosine oxidase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF037980","PMID:24451626"
"PP_0325","soxA","sarcosine oxidase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"PP_0325","soxA","sarcosine oxidase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.1360.120","PMID:24451626"
"PP_0326","soxG","sarcosine oxidase subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01375","PMID:24451626"
"PP_0326","soxG","sarcosine oxidase subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:1901053","sarcosine catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01375","PMID:24451626"
"PP_0326","soxG","sarcosine oxidase subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.1360.120","PMID:24451626"
"PP_0327","purU-I","formyltetrahydrofolate deformylase","Pseudomonas putida KT2440 (TIGR)","GO:0006189","'de novo' IMP biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR42706","PMID:24451626"
"PP_0327","purU-I","formyltetrahydrofolate deformylase","Pseudomonas putida KT2440 (TIGR)","GO:0008864","formyltetrahydrofolate deformylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR42706","PMID:24451626"
"PP_0327","purU-I","formyltetrahydrofolate deformylase","Pseudomonas putida KT2440 (TIGR)","GO:0009058","biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53328","PMID:24451626"
"PP_0328","fdhA","formaldehyde dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02819","PMID:24451626"
"PP_0332","PP_0332","acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00563","PMID:24451626"
"PP_0332","PP_0332","acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00563","PMID:24451626"
"PP_0334","PP_0334","transposase","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02371","PMID:24451626"
"PP_0334","PP_0334","transposase","Pseudomonas putida KT2440 (TIGR)","GO:0004803","transposase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02371","PMID:24451626"
"PP_0334","PP_0334","transposase","Pseudomonas putida KT2440 (TIGR)","GO:0006313","transposition, DNA-mediated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02371","PMID:24451626"
"PP_0334","PP_0334","transposase","Pseudomonas putida KT2440 (TIGR)","GO:0006313","DNA transposition","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02371","PMID:24451626"
"PP_0336","msrA","peptide methionine sulfoxide reductase MsrA","Pseudomonas putida KT2440 (TIGR)","GO:0008113","peptide-methionine (S)-S-oxide reductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01401","PMID:24451626"
"PP_0337","PP_0337","sensory box protein","Pseudomonas putida KT2440 (TIGR)","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01590","PMID:24451626"
"PP_0338","aceF","AceF-S-acetyldihydrolipoate","Pseudomonas putida KT2440 (TIGR)","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02817","PMID:24451626"
"PP_0338","aceF","AceF-S-acetyldihydrolipoate","Pseudomonas putida KT2440 (TIGR)","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02817","PMID:24451626"
"PP_0338","aceF","AceF-S-acetyldihydrolipoate","Pseudomonas putida KT2440 (TIGR)","GO:0004742","dihydrolipoyllysine-residue acetyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01348","PMID:24451626"
"PP_0338","aceF","AceF-S-acetyldihydrolipoate","Pseudomonas putida KT2440 (TIGR)","GO:0006096","glycolytic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01348","PMID:24451626"
"PP_0338","aceF","AceF-S-acetyldihydrolipoate","Pseudomonas putida KT2440 (TIGR)","GO:0045254","pyruvate dehydrogenase complex","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01348","PMID:24451626"
"PP_0339","aceE","pyruvate dehydrogenase E1 component","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF52922","PMID:24451626"
"PP_0339","aceE","pyruvate dehydrogenase E1 component","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000156","PMID:24451626"
"PP_0340","glnE","glutamate-ammonia-ligase adenylyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016779","nucleotidyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08335","PMID:24451626"
"PP_0340","glnE","glutamate-ammonia-ligase adenylyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0008882","[glutamate-ammonia-ligase] adenylyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30621","PMID:24451626"
"PP_0341","waaF","ADP-heptose:LPS heptosyltransferase II","Pseudomonas putida KT2440 (TIGR)","GO:0016757","transferase activity, transferring glycosyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03789","PMID:24451626"
"PP_0341","waaF","ADP-heptose:LPS heptosyltransferase II","Pseudomonas putida KT2440 (TIGR)","GO:0016757","glycosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03789","PMID:24451626"
"PP_0341","waaF","ADP-heptose:LPS heptosyltransferase II","Pseudomonas putida KT2440 (TIGR)","GO:0009103","lipopolysaccharide biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02195","PMID:24451626"
"PP_0342","waaC","ADP-heptose--LPS heptosyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0008920","lipopolysaccharide heptosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02193","PMID:24451626"
"PP_0342","waaC","ADP-heptose--LPS heptosyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0009244","lipopolysaccharide core region biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02193","PMID:24451626"
"PP_0342","waaC","ADP-heptose--LPS heptosyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016757","transferase activity, transferring glycosyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03789","PMID:24451626"
"PP_0342","waaC","ADP-heptose--LPS heptosyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016757","glycosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03789","PMID:24451626"
"PP_0343","waaG","lipopolysaccharide glucosyltransferase I","Pseudomonas putida KT2440 (TIGR)","GO:0016757","transferase activity, transferring glycosyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00534","PMID:24451626"
"PP_0343","waaG","lipopolysaccharide glucosyltransferase I","Pseudomonas putida KT2440 (TIGR)","GO:0016757","glycosyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00534","PMID:24451626"
"PP_0344","waaP","lipopolysaccharide core heptose (I) kinase","Pseudomonas putida KT2440 (TIGR)","GO:0009103","lipopolysaccharide biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF037318","PMID:24451626"
"PP_0344","waaP","lipopolysaccharide core heptose (I) kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016301","kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF037318","PMID:24451626"
"PP_0350","PP_0350","ferrichrome-iron receptor","Pseudomonas putida KT2440 (TIGR)","GO:0009279","cell outer membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"PP_0350","PP_0350","ferrichrome-iron receptor","Pseudomonas putida KT2440 (TIGR)","GO:0015343","siderophore transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"PP_0350","PP_0350","ferrichrome-iron receptor","Pseudomonas putida KT2440 (TIGR)","GO:0015343","siderophore-iron transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
